source;id;intitule;url;date_publication;date_expiration;entreprise;entreprise_url;entreprise_logo;siret;entreprise_description;site_web_entreprise;linkedin_entreprise;twitter_entreprise;facebook_entreprise;annee_creation_entreprise;chiffre_affaires_entreprise;taille_entreprise;effectif_entreprise;dirigeant_nom;dirigeant_titre;dirigeant_linkedin;contact_nom;contact_telephone;contact_email;contact_linkedin;ville;region;code_postal;pays;lien_maps;lien_recherche_dirigeant;secteur;domaine;type_contrat;type_contrat_libelle;teletravail;salaire_libelle;salaire_min;salaire_max;salaire_devise;salaire_periode;experience;formation;competences;qualifications;mots_cles_recherche;description;code_naf;commune_insee;latitude;longitude;duree_travail;duree_travail_convertie;temps_plein;nombre_postes;accessibilite_emploi;salaire_complement1;salaire_complement2;salaire_commentaire;experience_commentaire;langues;permis;qualites_professionnelles;date_actualisation;partenaires_diffusion;contact_coordonnees1;contact_coordonnees2;contact_coordonnees3;contact_url_recrutement;contact_url_postuler;contact_commentaire;secteur_entreprise
Indeed;025049002fb13c8c;Conducteur de ligne de conditionnement H/F;https://fr.indeed.com/viewjob?jk=025049002fb13c8c;2026-05-26T05:00:00.000Z;;LDC GROUPE;https://fr.indeed.com/cmp/Ldc-Groupe;https://d2q79iu7y748jz.cloudfront.net/s/_logo/deb6989ee1a3715d3515b58878dbc6ed;;N°1 français et un des leaders européens de la volaille avec nos marques Loué, Le Gaulois, Maître Coq. N°1 français sur les plats cuisinés et plats asiatiques avec nos marques Marie, Tradition d'Asie.;https://www.ldc.fr;;;;;$5B to $10B (USD);;10,000+;Philippe GELIN;CEO;;;;;;Roézé-sur-Sarthe;B5;72210;France;https://www.google.com/maps/search/?api=1&query=LDC%20GROUPE%20Ro%C3%A9z%C3%A9-sur-Sarthe;https://www.google.com/search?q=LDC%20GROUPE%20Ro%C3%A9z%C3%A9-sur-Sarthe%20dirigeant;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de l'emballage et du conditionnement;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de l'emballage et du conditionnement;CDI;CDI;;;;;EUR;;;;Période de travail de 8 Heures, CDI, Traiteur, Niveau Bac, Science alimentaire, Participation, Secteur agroalimentaire, Intéressement;;conducteur de ligne;ESPRI RESTAURATION… ? Vous ne nous connaissez peut-être pas, et pourtant vous avez certainement déjà eu la chance de déguster l’un de nos produits ! Nous sommes « Créateur de solutions culinaires » pour les professionnels de la restauration et des métiers de bouche. Nous mijotons nos idées recettes en coulisses, dans nos cuisines, pour accompagner nos clients dans l’élaboration de leurs menus et leurs cartes.  Notre savoir-faire : les produits traiteurs élaborés (plats cuisinés, viandes cuites, sauces, garnitures, snacking).  ESPRI RESTAURATION… ? c’est aussi 350 personnes avec un chiffres d’affaires proche de 100Mios €, une filiale du groupe LDC : 102 sites, 24 500 personnes, 6.2Mds € de CA, N°1 de la volaille et N° 2 du traiteur, des marques fortes - Le Gaulois, Loué, Maître Coq, Marie, ;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;1f70296598c05622;Devenez conducteur/Conductrice de car H/F;https://fr.indeed.com/viewjob?jk=1f70296598c05622;2026-05-13T05:00:00.000Z;;Transdev;https://fr.indeed.com/cmp/Transdev;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/554037180552dc46804de0b1788a1772;;Opérateur majeur de mobilité, Transdev propose des solutions de mobilité efficaces, simples et respectueuses de l'environnement pour répondre aux besoins de ses clients.;https://www.transdev.com;;;;;more than $10B (USD);;10,000+;Thierry Mallet ;CEO;;;;;;Couture-sur-Loir;CVL;;France;https://www.google.com/maps/search/?api=1&query=Transdev%20Couture-sur-Loir;https://www.google.com/search?q=Transdev%20Couture-sur-Loir%20dirigeant;Chauffeurs/es transport en commun, Métiers du transport, Métiers du transport routier;Chauffeurs/es transport en commun, Métiers du transport, Métiers du transport routier;CDI;CDI;;;;;EUR;;;;CDI, Permis D, Service client, CAP, FIMO, Permis B, Reconversion professionnelle, CAP/BEP;;conducteur de ligne;Transdev recrute et forme ses futurs conducteurs de cars (H/F)  Vous êtes en reconversion professionnelle ? Donnez un nouveau cap à votre carrière !  Vous disposez du permis B, vous aimez conduire et avez le sens du service ? Rejoignez nous pour devenir conducteur(trice) de car grâce à une formation complète et financée !  Votre parcours avec nous :   Une formation de 3 mois financée par la Région (fin aout 2026) :  Passage du Permis D Obtention de la FIMO Voyageurs Apprentissage du métier (sécurité, conduite, relation clients)  À l’issue de la formation (si réussite) :  CDI à temps partiel (20h/semaine) Intégration sur le secteur de Couture sur Loir  Vos missions après formation : Assurer le transport scolaire (matin et soir) Réaliser des sorties scolaires en journée Garantir la sécurité ;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;6a4d504c22adbc73;Devenez conducteur/Conductrice de car H/F;https://fr.indeed.com/viewjob?jk=6a4d504c22adbc73;2026-05-13T05:00:00.000Z;;Transdev;https://fr.indeed.com/cmp/Transdev;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/554037180552dc46804de0b1788a1772;;Opérateur majeur de mobilité, Transdev propose des solutions de mobilité efficaces, simples et respectueuses de l'environnement pour répondre aux besoins de ses clients.;https://www.transdev.com;;;;;more than $10B (USD);;10,000+;Thierry Mallet ;CEO;;;;;;Montrichard Val de Cher;CVL;;France;https://www.google.com/maps/search/?api=1&query=Transdev%20Montrichard%20Val%20de%20Cher;https://www.google.com/search?q=Transdev%20Montrichard%20Val%20de%20Cher%20dirigeant;Chauffeurs/es transport en commun, Métiers du transport, Métiers du transport routier;Chauffeurs/es transport en commun, Métiers du transport, Métiers du transport routier;CDI;CDI;;;;;EUR;;;;CDI, Permis D, Service client, CAP, FIMO, Permis B, Reconversion professionnelle, CAP/BEP;;conducteur de ligne;Transdev recrute et forme ses futurs conducteurs de cars (H/F)  Vous êtes en reconversion professionnelle ? Donnez un nouveau cap à votre carrière !  Vous disposez du permis B, vous aimez conduire et avez le sens du service ? Rejoignez nous pour devenir conducteur(trice) de car grâce à une formation complète et financée !  Votre parcours avec nous :   Une formation de 3 mois financée par la Région (fin aout 2026) :  Passage du Permis D Obtention de la FIMO Voyageurs Apprentissage du métier (sécurité, conduite, relation clients)  À l’issue de la formation (si réussite) :  CDI à temps partiel (25h/semaine) Intégration au dépôt de Montrichard  Vos missions après formation : Assurer le transport scolaire (matin et soir) Réaliser des sorties scolaires en journée Garantir la sécurité des passage;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;217e2391c54ff2a7;Conducteur / Conductrice d'Installation;https://fr.indeed.com/viewjob?jk=217e2391c54ff2a7;2026-05-06T05:00:00.000Z;;Avril;https://fr.indeed.com/cmp/Avril-1d556304;https://d2q79iu7y748jz.cloudfront.net/s/_logo/708429687d19bfaf6c97154e055d37cf;;;https://www.avril.com/;;;;;more than $10B (USD);;5,001 to 10,000;;;;;;;;Blois;CVL;;France;https://www.google.com/maps/search/?api=1&query=Avril%20Blois;https://www.google.com/search?q=Avril%20Blois%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;;;;Période de travail de 8 Heures, CDI, 13ème Mois, Titre restaurant, Primes, Comité d'entreprise (CE), Sens de l'organisation, CACES, Intéressement;;conducteur de ligne;Tellus recrute un (une) Conducteur / Conductrice d'Installation à 32 RUE ANDRE BOULLE BLOIS, 41000 France CDI  TELLUS, acteur référent de la nutrition animale et filiale d’Avril, œuvre pour le développement des filières de l’élevage par son expertise en nutrition animale, en organisation de production et en fourniture de poussins.  Depuis plus de 70 ans, nous garantissons une alimentation animale de qualité au service du bien-être des troupeaux et de l’optimisation de la performance des élevages. Nourrir les animaux et garantir leur bien-être sont nos priorités.  Ce qui nous motive : - Améliorer nos outils de production et poursuivre des ambitions pour réduire nos consommations énergétiques, - Participer à une alimentation saine, sûre et responsable du consommateur, - Assurer la performanc;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;88e80c89f7388339;Un Opérateur / Conducteur de lignes de conditionnement (F/H) CDI;https://fr.indeed.com/viewjob?jk=88e80c89f7388339;2026-04-03T05:00:00.000Z;;Groupe FAREVA;https://fr.indeed.com/cmp/Groupe-Fareva;;;;;;;;;;;;;;;;;;;Amboise;CVL;;France;https://www.google.com/maps/search/?api=1&query=Groupe%20FAREVA%20Amboise;https://www.google.com/search?q=Groupe%20FAREVA%20Amboise%20dirigeant;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de l'emballage et du conditionnement;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de l'emballage et du conditionnement;CDI;CDI;;;;;EUR;;;;Période de travail de 8 Heures, CDI, Niveau Bac, Production, 20 jours ou plus de congés payés, Restaurant d'entreprise;;conducteur de ligne;Le poste Un Opérateur / Conducteur de lignes de conditionnement (F/H) CDI CDI Métier : Production Secteur : Pharmaceutique Site : Fareva Amboise, France Description  Au sein du service conditionnement formes sèches, sous la responsabilité du Responsable d’atelier, vous travaillerez sur des lignes haute performance en 3X8.  Vos missions :  En tant qu’opérateur ou conducteur d’équipements, vous jouez un rôle clé dans la production. Sous la responsabilité du Responsable d’atelier, vous :  Participez au conditionnement primaire et secondaire des produits semi-finis, en respectant scrupuleusement les normes qualité, sécurité et les délais de production. Intervenez principalement sur des lignes de conditionnement haute performance, caractérisées par des cadences élevées nécessitant réactivité et;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;253c2c48488b88e7;Régleur H/F;https://fr.indeed.com/viewjob?jk=253c2c48488b88e7;2026-01-06T06:00:00.000Z;;LDC GROUPE;https://fr.indeed.com/cmp/Ldc-Groupe;https://d2q79iu7y748jz.cloudfront.net/s/_logo/deb6989ee1a3715d3515b58878dbc6ed;;N°1 français et un des leaders européens de la volaille avec nos marques Loué, Le Gaulois, Maître Coq. N°1 français sur les plats cuisinés et plats asiatiques avec nos marques Marie, Tradition d'Asie.;https://www.ldc.fr;;;;;$5B to $10B (USD);;10,000+;Philippe GELIN;CEO;;;;;;Savigny-sur-Braye;CVL;41360;France;https://www.google.com/maps/search/?api=1&query=LDC%20GROUPE%20Savigny-sur-Braye;https://www.google.com/search?q=LDC%20GROUPE%20Savigny-sur-Braye%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;;;;CDI, CAP, BEP, Participation, CAP/BEP, Intéressement;;conducteur de ligne;Vous souhaitez intégrer un groupe en pleine croissance, solide et pérenne, rejoignez SNV Savigny, 600 salariés, spécialisée dans la 1ère et seconde transformation de Volailles. SNV Savigny est une filiale du groupe agroalimentaire LDC connu pour ses marques Loué, Le Gaulois, Maître Coq, Marie et Traditions d'Asie.  Rattaché(e) au Chef de ligne régleur, vous réalisez les réglages sur les équipements de production dans le respect des procédures d’hygiène, de sécurité et d’environnement, afin d’en assurer leur bon fonctionnement.  A ce titre :  Vous préparez les équipements de production afin d’en assurer un fonctionnement optimal. Vous assurez le démontage et pré-nettoyage des équipements.  Vous adaptez les réglages des équipements en cours de production en tenant compte des aléas (poids vif;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;696fe3a71709740b;Conducteur de Presse / Electromécanicien (H/F);https://fr.indeed.com/viewjob?jk=696fe3a71709740b;2026-01-06T06:00:00.000Z;;Groupe Chavigny;https://fr.indeed.com/cmp/Groupe-Chavigny;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/dfaa27f22fc45e0035923232dafe03ba;;Depuis 125 ans, le Groupe Chavigny est reconnu en tant qu’expert incontournable sur ses différents secteurs d’activités, en région Centre-Val de Loire et ses alentours.;https://www.groupechavigny.fr/;;;;;$100M to $500M (USD);;501 to 1,000;Anne et Pascal Chavigny;CEO;;;;;;Thoré-la-Rochette;CVL;41100;France;https://www.google.com/maps/search/?api=1&query=Groupe%20Chavigny%20Thor%C3%A9-la-Rochette;https://www.google.com/search?q=Groupe%20Chavigny%20Thor%C3%A9-la-Rochette%20dirigeant;Métiers de la production de matériaux de construction, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production de matériaux de construction, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;;;;Ligne de montage, CDI, Habilitations Électriques, Expérience en mécanique, Électricité, Primes, Comité d'entreprise (CE), Production;;conducteur de ligne;Rattaché au Responsable de Production, vous assurez la production d'éléments préfabriqués en béton (parpaings, poutrelles, etc.) avec une presse automatisée. Vous réalisez également l'entretien et la maintenance sur les machines de votre unité.  Régler et utiliser la presse automatisée et l'outil de palettisation selon le planning de production Mettre en place le moule de fabrication correspondant au programme choisi Suivre la qualité de la fabrication et repérer les anomalies éventuelles Assurer la maintenance de premier niveau de la presse (graissage, petites réparations, etc.) Nettoyer les machines quotidiennement Réaliser des interventions sur les installations électriques de premier niveau Participer à des missions annexes, notamment au laboratoire  Profil : Idéalement issu d'une form;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;b0adef0951819007;Conducteur/Conductrice de ligne;https://fr.indeed.com/viewjob?jk=b0adef0951819007;2025-12-09T06:00:00.000Z;;Avril;https://fr.indeed.com/cmp/Avril-1d556304;https://d2q79iu7y748jz.cloudfront.net/s/_logo/708429687d19bfaf6c97154e055d37cf;;;https://www.avril.com/;;;;;more than $10B (USD);;5,001 to 10,000;;;;;;;;Thouars;NA;79100;France;https://www.google.com/maps/search/?api=1&query=Avril%20Thouars;https://www.google.com/search?q=Avril%20Thouars%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;;;;CDI, Habilitations Électriques, 13ème Mois, Travail en après-midi, Travail de nuit, Primes, Sens de l'organisation, BEP, Travail en journée, CAP/BEP, Habilitation Électrique BP, CACES, Intéressement;;conducteur de ligne;OLEOSYN BIO recrute un (une) Conducteur/Conductrice de ligne  à 4 RUE JEAN DEVAUX, ZONE INDUSTRIELLE BP 62 THOUARS, 79100 France  CDI  Qui sommes-nous ?  Le Groupe Avril est un acteur clé dans l’alimentation humaine, les énergies renouvelables, la chimie verte et la nutrition animale. Il s’appuie sur des marques emblématiques comme Lesieur, Puget et Sanders. Avril, un nouveau printemps pour votre carrière !  Pour accompagner la croissance du marché de l’alimentation biologique, Avril NA, Terrena et CAVAC ont uni leurs forces en créant la Join-Venture (JV) Oleosyn Bio. Cette initiative vise à investir dans un outil industriel commun dédié à la trituration et au raffinage, garantissant des approvisionnements sécurisés en huiles et tourteaux issus de graines de tournesol, soja et colza biolog;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;0108e8f05cc159fe;Conducteur de doseuses (H/F);https://fr.indeed.com/viewjob?jk=0108e8f05cc159fe;2024-05-23T05:00:00.000Z;;Société des Rillettes BAHIER;https://fr.indeed.com/cmp/Soci%C3%A9t%C3%A9-Des-Rillettes-Bahier-1;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/16b6d00358c4fd87d7ede4db4ab2e698;;;https://www.bahier.net/;;;;;;;;;;;;;;;Sceaux-sur-Huisne;B5;;France;https://www.google.com/maps/search/?api=1&query=Soci%C3%A9t%C3%A9%20des%20Rillettes%20BAHIER%20Sceaux-sur-Huisne;https://www.google.com/search?q=Soci%C3%A9t%C3%A9%20des%20Rillettes%20BAHIER%20Sceaux-sur-Huisne%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;1 918–2 098 EUR/mois;1918;2098;EUR;MONTH;;;Ligne de montage, Période de travail de 8 Heures, CDI, 13ème Mois, Primes, Comité d'entreprise (CE), Participation, Restaurant d'entreprise, Intéressement;;conducteur de ligne;15/05/2026  CDI  Bahier  Sceaux-sur-Huisne DESCRIPTIF  La Société BAHIER, acteur incontournable sur le marché de la charcuterie, recherche un Conducteur de doseuses (H/F.)  Forte de ses origines, l’entreprise Bahier est aujourd’hui reconnue nationalement sur le marché de la charcuterie. Elle commercialise ses produits auprès de la grande distribution, des grossistes ou encore des restaurateurs.  La marque née en 1941 est aujourd’hui leader sur le marché du boudin en France et propose une large gamme de produits à ses consommateurs (Boudins, Rillettes, Produits de tête, Viandes cuites, Viandes fumées, Aides culinaires).  Rattaché au Chef d’équipe de votre unité, vos missions seront les suivantes :  Vous connaîtrez votre machine sur le bout des doigts… Vous serez en charge d’assurer la condu;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;a1b9cb5f691a12f9;Conducteur de transport scolaire (H/F);https://fr.indeed.com/viewjob?jk=a1b9cb5f691a12f9;2023-11-21T06:00:00.000Z;;Transdev;https://fr.indeed.com/cmp/Transdev;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/554037180552dc46804de0b1788a1772;;Opérateur majeur de mobilité, Transdev propose des solutions de mobilité efficaces, simples et respectueuses de l'environnement pour répondre aux besoins de ses clients.;https://www.transdev.com;;;;;more than $10B (USD);;10,000+;Thierry Mallet ;CEO;;;;;;Châtellerault;NA;;France;https://www.google.com/maps/search/?api=1&query=Transdev%20Ch%C3%A2tellerault;https://www.google.com/search?q=Transdev%20Ch%C3%A2tellerault%20dirigeant;Chauffeurs/es transport en commun, Métiers du transport, Métiers du transport routier;Chauffeurs/es transport en commun, Métiers du transport, Métiers du transport routier;CDI;CDI;;;;;EUR;;;;CDI, Permis D, Service client, FIMO, Permis B, Comité d'entreprise (CE), 20 jours ou plus de congés payés;;conducteur de ligne;Transdev recrute un Conducteur de ligne scolaire (H/F)  Rejoignez un Groupe international fortement ancré dans les territoires  Votre destination  Vous aimez conduire ? Vous avez le sens des responsabilités et vous souhaitez réaliser une mission au service des autres ? Devenez conducteur de bus en période scolaire au sein de la société Transdev Poitou Charente.  La prise de service pourra se faire sur l’un des sites suivants : Châtellerault, Lencoître ou Vouneuil-sur-Vienne.  Votre feuille de route  Véritable professionnel de la conduite vous assurerez le transport sur les lignes scolaires au sein de l’agglomération du Grand Châtellerault. En tant que conducteur/trice vous serez le premier agent commercial du groupe Transdev par la qualité de votre accueil. Capable de répondre à des situat;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;805f55be95b51c75;CONDUCTEUR(TRICE) DE LIGNES;https://fr.indeed.com/viewjob?jk=805f55be95b51c75;2023-05-11T05:00:00.000Z;;INNOTHERA;https://fr.indeed.com/cmp/Innothera;https://d2q79iu7y748jz.cloudfront.net/s/_logo/0dacd8ce61db546a99c1d0ea5c2dba5b;;INNOTHERA est une ETI familiale centenaire. Indépendante et ouverte sur l’international, sa force industrielle et médicale est déployée dans le traitement et la prévention des pathologies quotidiennes;https://www.innothera.com;;;;;$100M to $500M (USD);;1,001 to 5,000;Arnaud Gobet;CEO;;;;;;Valloire-sur-Cisse;CVL;41150;France;https://www.google.com/maps/search/?api=1&query=INNOTHERA%20Valloire-sur-Cisse;https://www.google.com/search?q=INNOTHERA%20Valloire-sur-Cisse%20dirigeant;Métiers de la science et de la recherche, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de la production chimique, cosmétique et pharmaceutique, Métiers de la biologie et de la chimie, Métiers de la chimie, Métiers des sciences de la vie et des sciences physiques;Métiers de la science et de la recherche, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de la production chimique, cosmétique et pharmaceutique, Métiers de la biologie et de la chimie, Métiers de la chimie, Métiers des sciences de la vie et des sciences physiques;CDI;CDI;;;;;EUR;;;;Ligne de montage, CDI, Niveau Bac, Offres handi-accessibles;;conducteur de ligne;INNOTHERA CHOUZY SARL  Profondément attaché à la valeur professionnelle de ses collaborateurs, Innothera encourage le développement de leurs compétences en privilégiant la mobilité interne.  Futur(e) Manager :Pierre jerome JAUBERTIE  Dans le cadre d’une création de poste, le Groupe INNOTHERA recherche un(e) Conducteur/trice de lignes pour un contrat en CDI.  Poste basé à Chouzy-sur-Cisse (41)  Rattaché/ée au Responsable de l’atelier de production, vos principales activités seront les suivantes :  Conduire une ligne de production  Réaliser les changements de lots ou de présentation, les contrôles en cours, vides de ligne  Gérer le dossier de lot  Réaliser l'ensemble de ces activités en maîtrisant la qualité de votre production. Renseigner les documents qualité et les indicateurs production.;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;a4db973d9b8f2c92;Agent de maintenance carrossier H/F;https://fr.indeed.com/viewjob?jk=a4db973d9b8f2c92;2026-07-20T15:05:18.987Z;;Setram;https://fr.indeed.com/cmp/Setram;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f8956c33e8d196d7b1c69c83dce34ff9;;;;;;;;;;;;;;;;;;Le Mans;B5;;France;https://www.google.com/maps/search/?api=1&query=Setram%20Le%20Mans;https://www.google.com/search?q=Setram%20Le%20Mans%20dirigeant;Métiers de la maintenance automobile, Métiers de la maintenance de véhicules et de moteurs, Métiers de l'installation et de la maintenance, Métiers de la carrosserie et du vitrage automobile;Métiers de la maintenance automobile, Métiers de la maintenance de véhicules et de moteurs, Métiers de l'installation et de la maintenance, Métiers de la carrosserie et du vitrage automobile;CDI;CDI;Non;;;;EUR;MONTH;;;CDI, GMAO, RTT, Sens de l'organisation;;technicien de maintenance;*Qui sommes-nous ?* Délégataire de service public, la *Setram* assure l’exploitation et la maintenance du réseau de transports en commun de *Le Mans Métropole* : tramway, bus et service vélo. Chaque jour, nos équipes font voyager des milliers de passagers en toute sécurité et avec le sourire.  *À propos du poste* Sous l’autorité du/des chef(s) d’équipe, il/elle effectue des travaux sur des autobus et des véhicules légers dans des conditions optimales de sécurité, de qualité, de règles environnementales et de coût.  *Responsabilités*  * Assurer des réparations de vandalisme, de rénovation et participer aux réparations d’accident * Déplacer les véhicules à traiter * Remplacer des éléments de carrosserie extérieurs ou de mobiliers intérieurs * Remplacer des selleries vandalisées ou abimées… *;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;12475bdf45d1104a;Électromécanicien / Technicien de maintenance H/F;https://fr.indeed.com/viewjob?jk=12475bdf45d1104a;2026-07-20T05:00:00.000Z;;Switch;https://fr.indeed.com/cmp/Switch-4e48d0cf;;;;;;;;;;;;;;;;;;;Saumur;B5;49400;France;https://www.google.com/maps/search/?api=1&query=Switch%20Saumur;https://www.google.com/search?q=Switch%20Saumur%20dirigeant;Mécaniciens/nes industriels/les, Métiers de l'entretien des installations, Métiers de l'installation et de la maintenance;Mécaniciens/nes industriels/les, Métiers de l'entretien des installations, Métiers de l'installation et de la maintenance;CDI;CDI;;30 000–33 000 EUR/an;30000;33000;EUR;YEAR;;;CDI, Heures supplémentaires, Niveau Bac, Primes, Travail en journée, Participation;;technicien de maintenance;"A propos  Entreprise industrielle familiale, reconnue dans son domaine et en développement constant, recherche un Électromécanicien / Technicien de maintenance H/F pour renforcer son atelier basé à Distré, proche Saumur. Vous intégrerez une structure à taille humaine, avec une bonne ambiance de travail, un environnement stable et des perspectives d'évolution vers des postes à responsabilité.  Le poste  Rattaché au service électromécanique, vous travaillerez en binôme avec un technicien de maintenance orienté mécanique. Votre rôle sera d'intervenir sur la remise en état de machines et équipements équipés de moteurs électriques. Vous pourrez notamment intervenir sur : pompes ; systèmes de ventilation ; compresseurs ; groupes électrogènes ; matériels électroportatifs ; postes à souder ; équip";;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;746653aec3224f3b;Monteur Climaticien Frigoriste F/H;https://fr.indeed.com/viewjob?jk=746653aec3224f3b;2026-07-17T05:00:00.000Z;;La Scetec;https://fr.indeed.com/cmp/La-Scetec;https://d2q79iu7y748jz.cloudfront.net/s/_logo/229e0cac523df8f6035431860224ad3d;;;http://www.scetec.fr/;;;;;$5M to $25M (USD);;51 to 200;Emmanuel HEMON;CEO;;;;;;Le Mans;B5;72100;France;https://www.google.com/maps/search/?api=1&query=La%20Scetec%20Le%20Mans;https://www.google.com/search?q=La%20Scetec%20Le%20Mans%20dirigeant;Techniciens/nes CVC (Chauffage, Ventilation et Climatisation), Métiers de la construction de bâtiments et de l'aménagement, Métiers de la plomberie et du CVC (Chauffage, Ventilation et Climatisation), Métiers des industries extractives et de la construction, Métiers de l'installation et de la maintenance;Techniciens/nes CVC (Chauffage, Ventilation et Climatisation), Métiers de la construction de bâtiments et de l'aménagement, Métiers de la plomberie et du CVC (Chauffage, Ventilation et Climatisation), Métiers des industries extractives et de la construction, Métiers de l'installation et de la maintenance;CDI;CDI;;;;;EUR;;;;CDI, Chantier, CAP, Titre restaurant, Niveau Bac, Permis B, Attestation d'Aptitude à la Manipulation des Fluides Frigorigènes, Programme de formation, Primes, Comité d'entreprise (CE), Niveau Bac +2, Chauffage, ventilation et climatisation, CAP/BEP, Outils fournis;;technicien de maintenance;L'entreprise  Depuis 1978, La Scetec, c’est une équipe de plus de 180 passionné.e.s au service de projets variés et ambitieux. En tant que Scop (Société Coopérative et Participative), nous valorisons l'humain et la collaboration, où chaque salarié est également associé. Grâce à son expertise poussée sur les métiers des génies électrique et climatique et à sa forte capacité d'adaptation et d'innovation, la Scetec peut répondre à l'ensemble des problématiques de ses interlocuteurs sur les lots techniques du bâtiment, mais aussi aux demandes de travaux courants des entreprises et bailleurs sociaux.  Description du poste  Dans le cadre de notre développement, nous recherchons un(e) Monteur Climaticien Frigoriste pour rejoindre notre équipe.  Vous participez à l'installation et à la mise en ser;;;;;;;;;;;;;;;;;;;;;;;;;
