source;id;intitule;url;date_publication;date_expiration;entreprise;entreprise_url;entreprise_logo;siret;entreprise_description;site_web_entreprise;linkedin_entreprise;twitter_entreprise;facebook_entreprise;annee_creation_entreprise;chiffre_affaires_entreprise;taille_entreprise;effectif_entreprise;dirigeant_nom;dirigeant_titre;dirigeant_linkedin;contact_nom;contact_telephone;contact_email;contact_linkedin;ville;region;code_postal;pays;lien_maps;lien_recherche_dirigeant;secteur;domaine;type_contrat;type_contrat_libelle;teletravail;salaire_libelle;salaire_min;salaire_max;salaire_devise;salaire_periode;experience;formation;competences;qualifications;mots_cles_recherche;description;code_naf;commune_insee;latitude;longitude;duree_travail;duree_travail_convertie;temps_plein;nombre_postes;accessibilite_emploi;salaire_complement1;salaire_complement2;salaire_commentaire;experience_commentaire;langues;permis;qualites_professionnelles;date_actualisation;partenaires_diffusion;contact_coordonnees1;contact_coordonnees2;contact_coordonnees3;contact_url_recrutement;contact_url_postuler;contact_commentaire;secteur_entreprise
Indeed;9a1e559202037ac7;Opérateur de production H/F;https://fr.indeed.com/viewjob?jk=9a1e559202037ac7;2026-04-29T05:00:00.000Z;;LDC GROUPE;https://fr.indeed.com/cmp/Ldc-Groupe;https://d2q79iu7y748jz.cloudfront.net/s/_logo/deb6989ee1a3715d3515b58878dbc6ed;;N°1 français et un des leaders européens de la volaille avec nos marques Loué, Le Gaulois, Maître Coq. N°1 français sur les plats cuisinés et plats asiatiques avec nos marques Marie, Tradition d'Asie.;https://www.ldc.fr;;;;;$5B to $10B (USD);;10,000+;Philippe GELIN;CEO;;;;;;Savigny-sur-Braye;CVL;41360;France;https://www.google.com/maps/search/?api=1&query=LDC%20GROUPE%20Savigny-sur-Braye;https://www.google.com/search?q=LDC%20GROUPE%20Savigny-sur-Braye%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de la transformation des viandes;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de la transformation des viandes;CDI;CDI;;;;;EUR;;;;CDI, 13ème Mois, Primes, Comité d'entreprise (CE), Tarifs préférentiels, Participation, Intéressement;;opérateur de production;Vous souhaitez intégrer un groupe en pleine croissance, solide et pérenne, rejoignez la société SNV Volabraye spécialisée dans l'abattage, la découpe de dinde et les produits élaborés crus. SNV est une filiale du groupe agroalimentaire LDC connu pour ses marques Loué, Le Gaulois, Maître Coq, Marie et Traditions d'Asie.  Rattaché(e) à un atelier ou secteur (Abattoir, Découpe, Conditionnement…) vous contribuez à transformer les matières premières en produits finis ou semi-finis.  En fonction du poste, vous pourrez réaliser les tâches suivantes :  - découpe de volaille,  - réception des carcasses de viande,  - préparation de commandes,  - mise en barquettes  - accrochage  - autocontrôle de votre activité afin de réaliser des produits de qualité pour la satisfaction des clients,  - alerte en c;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;2b4d24afc6b11fec;Opérateur de production H/F (CDI);https://fr.indeed.com/viewjob?jk=2b4d24afc6b11fec;2026-04-02T05:00:00.000Z;;Elis;https://fr.indeed.com/cmp/Elis;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/71b9b69f284a0556c973eee9af8a0efa;;;https://uk.elis.com/en;;;;;Decline to state;;1,001 to 5,000;Xavier Martiré;CEO;;;;;;Le Mans;B5;;France;https://www.google.com/maps/search/?api=1&query=Elis%20Le%20Mans;https://www.google.com/search?q=Elis%20Le%20Mans%20dirigeant;Métiers de la blanchisserie, Métiers de la propreté et de l'environnement, Métiers du nettoyage et l'assainissement;Métiers de la blanchisserie, Métiers de la propreté et de l'environnement, Métiers du nettoyage et l'assainissement;CDI;CDI;;;;;EUR;MONTH;;;Période de travail de 8 Heures, CDI, Pas d'expérience requise, Prime d'ancienneté, Primes, Comité d'entreprise (CE), Du lundi au vendredi, Intéressement;;opérateur de production;Description du poste Métier Industrielle - Opérateur(trice) de production  Intitulé du poste Opérateur de production H/F (CDI)  Contrat CDI  Statut Non cadre  Description de la mission  Ne venez pas chez Elis, si vous n’aimez pas le travail d’équipe !  Mais si vous voulez travailler main dans la main avec votre responsable de production et vos collègues, contribuer au cycle de traitement des articles textiles et participer directement à la satisfaction de nos clients, on vous attend !  Car chez Elis, nos opérateurs de production sont responsables de A à Z de la qualité du linge, vêtements de travail et tapis à entretenir :  Ils réceptionnent et trient les articles. Ils alimentent en linge les machines de lavage, séchage et pliage. Ils contrôlent les textiles afin d’identifier d’éventuelles;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;aedd31b37499c234;OPÉRATEUR DE PRODUCTION (H/F);https://fr.indeed.com/viewjob?jk=aedd31b37499c234;2026-03-30T05:00:00.000Z;;FILLON TECHNOLOGIES;https://fr.indeed.com/cmp/Fillon-Technologies;;;;http://www.fillontech.com;;;;;;;51 to 200;;;;;;;;Faverolles-sur-Cher;CVL;;France;https://www.google.com/maps/search/?api=1&query=FILLON%20TECHNOLOGIES%20Faverolles-sur-Cher;https://www.google.com/search?q=FILLON%20TECHNOLOGIES%20Faverolles-sur-Cher%20dirigeant;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;MONTH;;;CDI, Primes, Participation;;opérateur de production;Faverolles, CDI Publié il y a 4 mois  FILLON TECHNOLOGIES est spécialisée sur le marché des équipements pour la préparation des peintures en carrosserie automobile depuis 1960. 240 personnes réparties à travers le monde apportent des solutions, des services et un support technique aux fabricants de peinture, constructeurs et distributeurs automobiles.  Nous proposons différentes solutions :  Préparation et stockage des peintures Remplisseurs d’aérosols Machine high tech de dosage automatique  Soucieux de l’environnement, nous développons des solutions permettant de réduire les besoins en énergie matière première, la consommation d’énergie, les emballages et les déchets.  FILLON TECHNOLOGIES c’est aussi une entreprise socialement engagée, à travers :  Notre adhésion aux Dix Principes du Uni;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;e8b092bba1527031;OPERATEUR DE FABRICATION POLYVALENT;https://fr.indeed.com/viewjob?jk=e8b092bba1527031;2026-03-14T05:00:00.000Z;;TotalEnergies;https://fr.indeed.com/cmp/Totalenergies;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/bd410205b7564533188cf62ace8dfbf5;;TotalEnergies, une compagnie multi-énergies;https://careers.totalenergies.com;;;;;$25M to $100M (USD);;10,000+;Patrick Pouyanné;CEO;;;;;;Saint-Ustre;NA;;France;https://www.google.com/maps/search/?api=1&query=TotalEnergies%20Saint-Ustre;https://www.google.com/search?q=TotalEnergies%20Saint-Ustre%20dirigeant;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;;;;CDI;;opérateur de production;Activités Nous sommes 40 000 femmes et hommes à relever les défis de nos clients de l’automobile, l’aéronautique, la défense et l’industrie. Notre passion des défis et notre enthousiasme nous font imaginer, concevoir et produire des solutions performantes et innovantes en management des fluides, systèmes d’étanchéité et antivibratoires. Travailler chez Hutchinson, c’est être curieux de tout, contribuer à l’évolution des mobilités et à la diminution des émissions carbone.  Rejoignez-nous et révélez ce qui vous anime !  Une entreprise française implantée à l’international (25 pays) : 170 ans d’histoire et de transmission de savoir-faire. 5 milliards de CA, dont 5% investi en R&D. Informations supplémentaires TotalEnergies valorise la diversité, promeut le développement individuel et offre de;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;51f5fd53a7664d4c;Opérateur de production (H/F);https://fr.indeed.com/viewjob?jk=51f5fd53a7664d4c;2024-05-23T05:00:00.000Z;;Société des Rillettes BAHIER;https://fr.indeed.com/cmp/Soci%C3%A9t%C3%A9-Des-Rillettes-Bahier-1;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/16b6d00358c4fd87d7ede4db4ab2e698;;;https://www.bahier.net/;;;;;;;;;;;;;;;Sceaux-sur-Huisne;B5;;France;https://www.google.com/maps/search/?api=1&query=Soci%C3%A9t%C3%A9%20des%20Rillettes%20BAHIER%20Sceaux-sur-Huisne;https://www.google.com/search?q=Soci%C3%A9t%C3%A9%20des%20Rillettes%20BAHIER%20Sceaux-sur-Huisne%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;;;;Période de travail de 8 Heures, CDI, 13ème Mois, Primes, Comité d'entreprise (CE), Participation, Restaurant d'entreprise, Intéressement;;opérateur de production;18/05/2026  CDI  Bahier  Sceaux-sur-Huisne DESCRIPTIF  La Société BAHIER, acteur incontournable sur le marché de la charcuterie, recherche plusieurs Opérateurs de production H/F.  Forte de ses origines, l’entreprise Bahier est aujourd’hui reconnue nationalement sur le marché de la charcuterie. Elle commercialise ses produits auprès de la grande distribution, des grossistes ou encore des restaurateurs.  La marque née en 1941 est aujourd’hui leader sur le marché du boudin en France et propose une large gamme de produits à ses consommateurs (Boudins, Rillettes, Produits de tête, Viandes cuites, Viandes fumées, Aides culinaires).  Rattaché au Chef d’équipe, vous intégrez un atelier de production composé d’une équipe de 20 à 30 collaborateurs. L’Opérateur de production chez BAHIER est chargé d’;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;01647312b91fa1a2;Opérateur fabrication poussoir (H/F);https://fr.indeed.com/viewjob?jk=01647312b91fa1a2;2024-05-24T05:00:00.000Z;;Société des Rillettes BAHIER;https://fr.indeed.com/cmp/Soci%C3%A9t%C3%A9-Des-Rillettes-Bahier-1;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/16b6d00358c4fd87d7ede4db4ab2e698;;;https://www.bahier.net/;;;;;;;;;;;;;;;Sceaux-sur-Huisne;B5;;France;https://www.google.com/maps/search/?api=1&query=Soci%C3%A9t%C3%A9%20des%20Rillettes%20BAHIER%20Sceaux-sur-Huisne;https://www.google.com/search?q=Soci%C3%A9t%C3%A9%20des%20Rillettes%20BAHIER%20Sceaux-sur-Huisne%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;;;;Période de travail de 8 Heures, CDI, 13ème Mois, Primes, Comité d'entreprise (CE), Participation, Restaurant d'entreprise, Intéressement;;opérateur de production;18/05/2026  CDI  Bahier  Sceaux-sur-Huisne DESCRIPTIF  La Société BAHIER, acteur incontournable sur le marché de la charcuterie, recherche un(e) Opérateur de production fabrication-poussoir H/F.  Forte de ses origines, l’entreprise Bahier est aujourd’hui reconnue nationalement sur le marché de la charcuterie. Elle commercialise ses produits auprès de la grande distribution, des grossistes ou encore des restaurateurs.  La marque née en 1941 est aujourd’hui leader sur le marché du boudin en France et propose une large gamme de produits à ses consommateurs (Boudins, Rillettes, Produits de tête, Viandes cuites, Viandes fumées, Aides culinaires).  Rattaché au Chef d’équipe, vous intégrez un atelier de production composé d’une équipe de 30 collaborateurs. L’opérateur de fabrication-poussoir chez;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;821fe7246104536a;Agent d'accueil plateforme DV gravats F/H;https://fr.indeed.com/viewjob?jk=821fe7246104536a;2026-07-17T05:00:00.000Z;;Séché Environnement;https://fr.indeed.com/cmp/S%C3%A9ch%C3%A9-Environnement;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/2d5bb1f36000d6c9e8d283e81d7b08e9;;Économie circulaire, réhabilitation de sites impactés par l'activité humaine, maîtrise du cycle de l'eau, production d'énergie bas-carbone... Notre ambition : accélérer la transition écologique.;https://www.groupe-seche.com;;;;;Decline to state;;5,001 to 10,000;;;;;;;;Changé;B5;;France;https://www.google.com/maps/search/?api=1&query=S%C3%A9ch%C3%A9%20Environnement%20Chang%C3%A9;https://www.google.com/search?q=S%C3%A9ch%C3%A9%20Environnement%20Chang%C3%A9%20dirigeant;Métiers de la production artisanale et industrielle, Métiers de la gestion des déchets et du recyclage, Métiers de l'énergie et des services publics;Métiers de la production artisanale et industrielle, Métiers de la gestion des déchets et du recyclage, Métiers de l'énergie et des services publics;CDI;CDI;;;;;EUR;;;;CDI, Prise en charge du transport quotidien, 13ème Mois, Travail en après-midi, CACES R482 Catégorie F, CACES R482, Prime d'ancienneté, Primes, Comité d'entreprise (CE), Travail en journée, Épargne salariale, CACES;;conducteur de ligne;Changé, France Exploitation CDI temps plein 17/07/2026 3365 LE POSTE ET SON ENVIRONNEMENT  Au sein du Centre de Tri de Changé, nous donnons une seconde vie aux déchets recyclables grâce à des installations modernes et performantes. Chaque jour, nos équipes contribuent activement à la valorisation des matières et à la protection de l'environnement. Rejoindre notre équipe, c'est participer concrètement à la préservation des ressources et à la transition environnementale !  Dans votre futur poste, vous intervenez sur plusieurs missions complémentaires alliant relationnel, environnement, maintenance et conduite d'engins.  Dans ce cadre, vous serez amené à :  Gérer notre plateforme déchets verts et gravats 9h00/semaine  Accueillir, orienter et accompagner les usagers de la plateforme déchets ve;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;560ba8f944d7337c;Conducteur mini bus 9 places- WE (contrat étudiant ou retraité);https://fr.indeed.com/viewjob?jk=560ba8f944d7337c;2026-07-15T13:40:39.892Z;;Age d'or services Le mans;https://fr.indeed.com/cmp/Age-D'or-Services-Le-Mans;;;;;;;;;;;;;;;;;;;Le Mans;B5;72100;France;https://www.google.com/maps/search/?api=1&query=Age%20d%27or%20services%20Le%20mans%20Le%20Mans;https://www.google.com/search?q=Age%20d%27or%20services%20Le%20mans%20Le%20Mans%20dirigeant;Métiers du transport, Chauffeurs/es transport de particuliers, Métiers du transport routier;Métiers du transport, Chauffeurs/es transport de particuliers, Métiers du transport routier;CDI;CDI;Non;;;;EUR;HOUR;;;Français, CDI, 13ème Mois, Disponible le week-end, Service client, Anglais, FIMO, Permis B, Travail de nuit, Conduite de véhicule, Tous les week-ends;;conducteur de ligne;*Conducteur/trice de mini bus*  Nous cherchons à recruter un étudiant titulaire d'un permis B français ou retraité pour du transport de personnes sur le Mans Métropole.  *Chez MD Services, nous vous proposons :*  - une rémunération brute horaire de 12.42 + 13ème mois et les éventuelles majorations liées aux spécificités de dimanche/travail de soir-nuit.  - Un CDI de 8 h00/sem  - la possibilité de travailler pendant les vacances scolaires.  - Travail le week-end de 22h à 02h du vendredi au samedi, compatible avec les études ou complément retraite  *L’exercice de ce métier exige :*  * *de posséder le permis B français depuis au moins 3 ans ou 2 ans si conduite accompagnée* * d’avoir de l’expérience dans la conduite de mini bus, * d’être ponctuel et d’avoir un sens des relations humaines, * d;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;de5be6d96b36e5a3;Chef d'équipe de production H/F;https://fr.indeed.com/viewjob?jk=de5be6d96b36e5a3;2026-07-08T11:55:18.795Z;;ELABOR;https://fr.indeed.com/cmp/Elabor-4;;;;;;;;;;;;;;;;;;;Requeil;B5;72510;France;https://www.google.com/maps/search/?api=1&query=ELABOR%20Requeil;https://www.google.com/search?q=ELABOR%20Requeil%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;Non;;;;EUR;MONTH;;;Ligne de montage, CDI, HACCP, Conditionnement, Production, Sécurité alimentaire, CAP/BEP;;conducteur de ligne;*Elabor est une jeune entreprise de transformation agroalimentaire située à Requeil.*  *Nous faisons du jus et de la purée de fruits afin de valoriser les fruits moches mais bons. Nous sommes en plein recrutement, si vous étés motivé tentez de rejoindre l'équipe!*  *Recherche un conducteur de ligne de production :*  *Sa mission consistera à :*  - réglage machine de production  - entretient et maintenance des machines de production  - Respect et application des consignes de sécurité et d’hygiène  - Connaissance des mesures HACCP et leurs applications  - préparation de commande  - préparation de la ligne de production  - production  - lavage des machines après utilisation  *Les qualités requises demandées :*  Soigneux, propre, ponctuel, exigent, motivé, dynamique, aimer travailler en équipe ;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;4ca3a33a798a7c92;Conducteur / conductrice d'autocar;https://fr.indeed.com/viewjob?jk=4ca3a33a798a7c92;2026-07-07T09:16:08.693Z;;TRANSPORTS MICHEL;https://fr.indeed.com/cmp/Transports-Michel-1;;;;;;;;;;;;;;;;;;;Fondettes;CVL;;France;https://www.google.com/maps/search/?api=1&query=TRANSPORTS%20MICHEL%20Fondettes;https://www.google.com/search?q=TRANSPORTS%20MICHEL%20Fondettes%20dirigeant;Chauffeurs/es transport en commun, Métiers du transport, Métiers du transport routier;Chauffeurs/es transport en commun, Métiers du transport, Métiers du transport routier;CDI;CDI;Non;;;;EUR;HOUR;;;CDI, Permis D, Service client, FIMO;;conducteur de ligne;Nous recrutons un.e *conducteur / conductrice urbain pour un poste à temps complet* (ou temps partiel), à pourvoir immédiatement.  - Organisation du temps de travail sur 4 ou 5 jours par semaine, avec un repos en semaine - 2 samedis travaillés maximum par mois - Prise de poste au dépôt de Fondettes - Activité urbaine  Profil recherché : *- Titulaire impératif du permis D et de la FIMO à jour* - Expérience souhaitée - Qualités requises : ponctualité, adaptabilité, disponibilité, sens de l'écoute  Missions : - Préparer le véhicule avant la prise de service - Repérer le parcours et anticiper les aléas de circulation - Assurer le transport des passagers sur des lignes et circuits prédéfinis, en toute sécurité  La société des Transports Grosbois est une filiale de Voisin Services. Retrouvez plu;;;;;;;;;;;;;;;;;;;;;;;;;
