source;id;intitule;url;date_publication;date_expiration;entreprise;entreprise_url;entreprise_logo;siret;entreprise_description;site_web_entreprise;linkedin_entreprise;twitter_entreprise;facebook_entreprise;annee_creation_entreprise;chiffre_affaires_entreprise;taille_entreprise;effectif_entreprise;dirigeant_nom;dirigeant_titre;dirigeant_linkedin;contact_nom;contact_telephone;contact_email;contact_linkedin;ville;region;code_postal;pays;lien_maps;secteur;domaine;type_contrat;type_contrat_libelle;teletravail;salaire_libelle;salaire_min;salaire_max;salaire_devise;salaire_periode;experience;formation;competences;qualifications;mots_cles_recherche;description;code_naf;commune_insee;latitude;longitude;duree_travail;duree_travail_convertie;temps_plein;nombre_postes;accessibilite_emploi;salaire_complement1;salaire_complement2;salaire_commentaire;experience_commentaire;langues;permis;qualites_professionnelles;date_actualisation;partenaires_diffusion;contact_coordonnees1;contact_coordonnees2;contact_coordonnees3;contact_url_recrutement;contact_url_postuler;contact_commentaire;secteur_entreprise
France Travail;4254219;Technicien Travaux & Maintenance Haute Tension - H/F;https://candidat.francetravail.fr/offres/recherche/detail/4254219;2026-06-26T04:31:34.000Z;;Dalkia Electrotechnics;;;;"Le Groupe EDF a décidé de confier à Dalkia sa filiale dédiée aux services énergétiques, acteur historique et leader du contrat de performance énergétique, l'ensemble de ses savoir-faire en matière de Génie Électrique, regroupés au sein d'une entité dédiée : Dalkia Electrotechnics.
Notre ADN est tourné vers l'innovation et l'excellence opérationnelle afin d'accompagner la transition électrique perf";;;;;;;;;;;;;;;;37 - Saint-Pierre-des-Corps;;37700;;https://www.google.com/maps/search/?api=1&query=Dalkia%20Electrotechnics%2037%20-%20Saint-Pierre-des-Corps;;Employé qualifié;CDI;CDI;;Annuel de 25500.0 Euros à 30500.0 Euros;;;;;Débutant accepté;;;;;RESPONSABILITÉS :   Notre agence de Basse Goulaine recrute un Technicien spécialisé en génie électrique. Rattaché au Responsable d'Exploitation, vous assurez la maintenance préventive et corrective ainsi que les travaux dans le domaine de la haute tension des équipements électriques de nos clients. Vous vous occupez de la réalisation des prestations dans le respect du référentiel interne et / ou client. VOS MISSIONS : Au quotidien, vous interviendrez seul ou en équipe pour :  • Réaliser au besoin les visites préalables pour la rédaction des plans de prévention  • Lire et interpréter les plans et schémas électriques,  • Participer aux relevés techniques sur chantier pour le chargé d'affaires dans le cadre des consultations,  • Participer à la création des plans d'assurances qualité  • Réali;;37233;47.389983;0.718695;"35H/semaine
Travail en journée";Temps plein;;1;;;;;;;;;2026-06-26T04:31:34.000Z;BEETWEEN https://app.beetween.com/WeaselWeb/p/#/apply/job/4qbbplt9wo8/technicien-travaux-maintenance-haute-tension-h-f;;;;;;;
France Travail;4310028;Technicien d'exploitation (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4310028;2026-06-27T09:31:59.000Z;;NEW NET 3D;;;;;;;;;;;;;;;;;;;;37 - Tours;;37000;;https://www.google.com/maps/search/?api=1&query=NEW%20NET%203D%2037%20-%20Tours;;;CDI;CDI;;;;;;;Débutant accepté;"CAP, BEP et équivalents; Bac ou équivalent";;;;Description du poste :  En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums. L'entreprise EDF recherche actuellement des profils Deviens Technicien(ne) d'Exploitation en Alternance (H/F) - Dalkia (Tours Tu cherches une alternance qui a du sens, au cœur de la transition énergétique ? Rejoins Dalkia, groupe EDF, et deviens un acteur clé de la lutte contre le réchauffement climatique au sein d'un collectif de 20000 collaborateurs.   Nous te proposons d'intégrer l'équipe dynamique de notre centrale de cogénération biomasse de Tours tout en préparant un diplôme reconnu Tes missions sur le terrain (Tou;;37261;47.404397;0.710983;"
Travail en journée";;;1;;;;;;;;;2026-07-19T03:27:56.000Z;METEOJOB https://www.meteojob.com/jobs/54999793?utm_source=pole-emploi&utm_medium=aggregator-free;;;;;;;
France Travail;5158355;Technicien / Technicien(ne) installation HVAC F/H;https://candidat.francetravail.fr/offres/recherche/detail/5158355;2026-07-20T12:09:32.000Z;;;;;;"La raison d’être d’EDF est de construire un avenir énergétique neutre en CO2, conciliant préservation de la planète, bien-être et développement, grâce à l'électricité et à des solutions et services innovants. 
Face à l'urgence climatique, nous voulons inventer, partout où nous sommes présents, un nouveau modèle énergétique : moins émetteur de CO2, plus efficace, plus respectueux de l’environnement";;;;;;;;;;;;;;;;37 - Tours;;37000;;;;;CDI;CDI;;;;;;;Débutant accepté;;;;;EDF, champion de la croissance bas carbone, recrute dans ses nombreux métiers. Vous avez envie de rejoindre un groupe performant et responsable ? Mettez votre talent au service du nouveau nucléaire et venez relever les défis de demain !Découvrez EDF en images sur notre chaine Youtube La Direction Ingénierie et Supplychain (DISC), et ses collaborateurs, porte les enjeux de développement de l’activité d’ingénierie du nouveau nucléaire du Groupe et contribue fortement à l’ingénierie du parc en exploitation.Environnement de travailAu sein de la DISC, le CNEPE assure différentes activités d’ingénierie relatives à la salle des machines, à la source froide et aux installations de sites. Notre Unité est au cœur des projets en France et à l’international.Au sein du Département Etudes et plus partic;;37261;47.42215;0.683116;"
Travail en journée";;;1;;;;;;;;;2026-07-20T12:09:32.000Z;DIRECTEMPLOI https://www.directemploi.com/candidatOffre/54072827?utm_source=pole-emploi&utm_medium=referral&utm_campaign=Pôle-Emploi;;;;;;;
France Travail;3883768;Technicien Automatisme H/F;https://candidat.francetravail.fr/offres/recherche/detail/3883768;2026-06-17T07:30:42.000Z;;;;;;"Qu’elles soient liées à l’alimentaire, au bricolage ou à la mobilité, nos enseignes offrent une très grande variété de métiers accessibles près de chez vous.
Découvrez celui qui vous convient en fonction de vos compétences, de votre expérience et de vos aspirations personnelles. Il y a forcément un métier fait pour vous alors,
rejoignez l’aventure Mousquetaires !";;;;;;;;;;;;;;;;37 - Joué-lès-Tours;;37300;;;;;CDI;CDI;;;;;;;Débutant accepté;;;;;Le Groupement Les Mousquetaires, ce sont 7 enseignes de la grande distribution portées haut et fort par plus de chefs d’entreprise indépendants ! Ce sont aussi collaborateurs mobilisés autour de notre modèle « Producteurs et commerçants ». Dans toutes les fonctions au service des points de vente, de la logistique à l’immobilier, en passant par l’industrie agroalimentaire ou l’informatique, nos équipes font nos succès.Agromousquetaires est le pôle industriel du Groupement Les Mousquetaires. Premier fabricant de marques de distributeurs en France.Nous rejoindre, c'est partager une culture commune, celle de l'entrepreneuriat et de l'engagement. C’est être « Producteurs et Commerçantsp>Au sein du Pôle Végétal et créé en , Le Fournil du Val de Loire se situe à Joué-lès-Tours (37). Certifiée IFS;;37122;47.351465;0.662315;"
Travail en journée";;;1;;;;;;;;;2026-07-20T12:30:27.000Z;DIRECTEMPLOI https://www.directemploi.com/candidatOffre/54899607?utm_source=pole-emploi&utm_medium=referral&utm_campaign=Pôle-Emploi;;;;;;;
France Travail;4839645;TECHNICIEN SAV ITINERANT H/F;https://candidat.francetravail.fr/offres/recherche/detail/4839645;2026-07-11T04:48:05.000Z;;;;;;"Avec ses 2600 ans d&rsquo;existence, la doyenne des villes fran&ccedil;aises regorge d&rsquo;histoires toujours plus invraisemblables. 
D&eacute;couvrir Marseille consiste donc &agrave; se plonger dans un grand livre pour mieux comprendre son extraordinaire patrimoine, ses monuments, ses 111 quartiers&hellip; 
Ville touristique accueillant pr&egrave;s de 6 millions de touristes, la cit&eacute; pho";;;;;;;;;;;;;;;;37 - Tours;;37000;;;;;CDI;CDI;;;;;;;Débutant accepté;;;;;A ce titre, vos principales missions sont les suivantes : . Suivre les plannings d'intervention,. Réaliser les opérations de maintenance en autonomie,. Assurer un suivi administratif de vos interventions,. Participer à l'amélioration des process dans une démarche d'amélioration continue.;;37261;47.365453;0.70674;;;;1;False;;;;;;;;2026-07-14T14:55:35.000Z;DIRECTEMPLOI https://www.directemploi.com/candidatOffre/55608208?utm_source=pole-emploi&utm_medium=referral&utm_campaign=Pôle-Emploi;;;;;;;
France Travail;4254057;Chargé Electricité et Automatisme (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4254057;2026-06-26T04:31:34.000Z;;Dalkia Electrotechnics;;;;Vous rêvez de participer activement à la transition énergétique ? Rejoignez Dalkia Electrotechnics, une entreprise dédiée au génie électrique. Auprès de nos clients industriels, tertiaires et publics, vous serez force de conseil et de proposition.;;;;;;;;;;;;;;;;37 - Tours;;37000;;https://www.google.com/maps/search/?api=1&query=Dalkia%20Electrotechnics%2037%20-%20Tours;;Technicien;CDI;CDI;;;;;;;Débutant accepté;;;;;RESPONSABILITÉS :   Sous la responsabilité du Responsable d'activité, grâce à vos compétences en électricité industrielle, vous mènerez à bien des projets englobant analyse fonctionnelle, ajustement et modification des programmes automates et de supervision. Vous participez aux études et aux chiffrages et assurez l'installation ainsi que la mise en service chez les clients, tout en gérant le process selon les normes en vigueur. Vous interviendrez pour optimiser les flux d'information et du fonctionnement des équipements au sein d'un site de production chez nos clients industriels, en local ou à distance. Vous pouvez être amené.e à assurer également l'automatisation des tâches industrielles pour améliorer le matériel de l'usine et la productivité des ateliers. A ce titre, vos missions seron;;37261;47.404397;0.710983;"35H/semaine
Travail en journée";Temps plein;;1;;;;;;;;;2026-06-26T04:31:34.000Z;BEETWEEN https://app.beetween.com/WeaselWeb/p/#/apply/job/plixquf91v8/charge-electricite-et-automatisme-h-f;;;;;;;
France Travail;3614523;Chargé(e) de relations clients F/H - Pharmedigroup;https://candidat.francetravail.fr/offres/recherche/detail/3614523;2026-06-09T21:33:27.000Z;;Pharmedigroup;;;;PharmediGroup est la première plateforme digitale de services qui permet à plus de 10 000 pharmaciens titulaires et leurs équipes, d'intéragir en temps réel avec tous les industriels de santé de leur écosystème.;;;;;;;;;;;;;;;;37 - Azay-sur-Cher;;37270;;https://www.google.com/maps/search/?api=1&query=Pharmedigroup%2037%20-%20Azay-sur-Cher;Conseil pour les affaires et autres conseils de gestion;;CDI;CDI;;Mensuel de 2000.0 Euros à 2000.0 Euros;;;;;Débutant accepté;;;;;Rejoignez l’équipe PharmediCall, partenaire des officines et des acteurs français dans le domaine de la santé, en direct de notre belle région de Touraine. Au sein d’une équipe dynamique composée d’une dizaine de collaborateurs bienveillants et guidée par un pilote chevronné, vous serez le contact privilégié pour informer, conseiller, et promouvoir nos offres auprès de notre panel de pharmaciens et autres partenaires clés de la santé. Votre outil de travail principal : le téléphone (appels entrants et sortants). Equipé.e d’un casque de compet’ et bien installé.e devant votre écran dernière génération vous communiquerez tout au long de la journée avec nos panels clients et prospects. Poste à pourvoir immédiatement.Qualités requises : aisance téléphonique, dynamisme, sérieux, adaptabilité, r;70;37015;47.349669;0.846099;"35H/semaine
Travail en journée";Temps plein;;1;;;;;;;;;2026-06-09T21:33:27.000Z;WE_RECRUIT https://careers.werecruit.io/fr/pharmedigroup/offres/chargee-de-relations-clients-a22078?utm_source=francetravail&utm_medium=job-board;;;;;;;
France Travail;4340797;Technicien de réparation ascenseurs H/F - Joué-lès-Tours;https://candidat.francetravail.fr/offres/recherche/detail/4340797;2026-06-28T02:30:43.000Z;;;;;;"E-Search est reconnu comme un expert du recrutement dans les domaines de l’Informatique et de l'ingénérie au sens large du terme (Batiment, Industriespan>
Nos clients sont aussi bien de petites structures que des grands groupes, (Industries, Construction, ESN, Editeurs de logiciels, Bureaux d'études, Sercices..)";;;;;;;;;;;;;;;;37 - Joué-lès-Tours;;37300;;;;;CDI;CDI;;;;;;;Débutant accepté;;;;;Vous assurerez la réparation des ascenseurs, en respectant les règles et consignes de sécurité et en respectant les normes et les caractéristiques techniques.  A ce titre, vous êtes chargé notamment :  - D'assurer la réparation des appareils en préparant les chantiers, démontant et reposant les différentes pièces de l'ascenseur, réglant et remettant en service les appareils.  - De garantir la qualité de service en informant votre hiérarchie de toute anomalie rencontrée et en représentant l'entreprise lors des différentes interventions clients.  Pour en savoir plus cliquez ici : Cliquez ici;;37122;47.351465;0.662315;"
Travail en journée";;;1;;;;;;;;;2026-07-20T12:07:34.000Z;DIRECTEMPLOI https://www.directemploi.com/candidatOffre/55493734?utm_source=pole-emploi&utm_medium=referral&utm_campaign=Pôle-Emploi;;;;;;;
France Travail;205YSNV;Agent polyvalent (H/F);https://candidat.francetravail.fr/offres/recherche/detail/205YSNV;2026-03-25T13:14:09.846Z;;TOURAINE LOGEMENT E.S.H.;;;;;;;;;;;;;;;;Agence France Travail TOURS RONSARD;;;;37 - TOURS;;37000;;https://www.google.com/maps/search/?api=1&query=TOURAINE%20LOGEMENT%20E.S.H.%2037%20-%20TOURS;Location de logements;Employé qualifié;CDI;CDI;;Mensuel de 1900.0 Euros sur 12 mois;;;;;1 An(s);;"Assurer la maintenance préventive de premier niveau des équipements (S); Communiquer à l'oral en milieu professionnel (S); Effectuer des travaux de réparation courante en plomberie, peinture, électricité (S); Effectuer la maintenance de premier niveau des outillages et des équipements (S); Entretenir un espace vert (S); Fixer, poser, installer des éléments, des ouvrages (S); Réaliser des travaux de bricolage courants (changer un joint, une ampoule...) (S); Respect des normes de sécurité (S)";;;"« Vous recherchez un environnement stimulant et à taille humaine, et si on travaillait ensemble ? »  - Entreprise dynamique, porteuse de projets et centrée sur l'humain - Bailleur social présent dans 153 communes d'Indre-et-Loire avec un patrimoine locatif de plus de 7000 logements - Un savoir-faire et une expertise au service du client  - Acteur dans le développement de notre territoire  Vos missions :  En fonction des besoins de l'entreprise, vous exécutez différents travaux et maintenance sur notre siège, notre résidence étudiante ainsi que sur notre patrimoine locatif.  Vos missions peuvent être variées et intègrent par exemple :  - des retouches de peinture diverses  ; marquage et numérotation des places de parking - de la tonte et du petit entretien d'espaces verts, pose de boite aux";68;37261;47.365453;0.70674;"35H/semaine
Travail en journée";Temps plein;;1;False;Primes;Intéressement / participation;;;;B - Véhicule léger;Faire preuve d'autonomie, Faire preuve de réactivité, Avoir le sens du service;2026-07-08T12:57:25.918Z;;106 RUE RONSARD;37000 Tours;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/205YSNV;;;;
France Travail;209NBLL;Agent de fabrication polyvalent (H/F);https://candidat.francetravail.fr/offres/recherche/detail/209NBLL;2026-06-09T18:23:31.938Z;;PROTEOR;;;;"PROTEOR, se rinvente depuis plus de 100 ans pour offrir des solutions innovantes aux personnes en situation de Handicap.

Nous sommes dsormais plus de 1000 collaborateurs en France et dans le monde.

Notre entreprise s'est lanc un dfi qui concilie notre expertise mtier, notre innovation technologique et notre souci constant d'amliorer le confort de nos clients. Pour accompagner cette dynamique, re";;;;;;;;;;;;PROTEOR - Mme Charline VOIZEUX;;;;37 - Tours;;37000;;https://www.google.com/maps/search/?api=1&query=PROTEOR%2037%20-%20Tours;Fabrication de matériel médico-chirurgical et dentaire;Employé qualifié;CDI;CDI;;Mensuel de 1950.0 Euros à 2050.0 Euros sur 12 mois;;;;;Débutant accepté;;"Approvisionner une machine en matière première ou en produit (S); Conditionner des produits (S); Inspecter visuellement les produits finis pour détecter les défauts (S)";;;Au sein de notre atelier de Tours, vous participez à la fabrication et à la finition de nos appareillages orthopédiques sur mesure (corsets, orthèses, prothèses) en assurant les missions suivantes :  - Thermoformage de plastiques, - Injection, - Découpe,  - Ponçage et polissage,  - Mise en forme et montage de pièces, - Façonnage d'esthétique.  Idéalement titulaire d'un CAP Opérateur en appareillage orthopédique, d'un BAC PRO Technicien en appareillage orthopédique (ou d'autres diplômes dans l'artisanat type menuiserie, ébénisterie, chaudronnerie, serrurerie.), vous disposez d'excellentes qualités manuelles et vous avez à cœur d'effectuer un travail soigné et bien fini.  Vous êtes doté(e) d'une bonne vision spatiale, vous permettant d'être à l'aise avec la représentation de formes en 3D. Vo;32;37261;47.365453;0.70674;"35H/semaine
Travail en journée";Temps plein;;1;False;Titres restaurant / Prime de panier;CSE;;;;;Avoir l'esprit d'équipe, Organiser son travail selon les priorités et les objectifs, Faire preuve de rigueur et de précision;2026-07-08T10:19:02.725Z;;https://career.kissmyjob.com/4/jobs/16132/apply;;;;https://career.kissmyjob.com/4/jobs/16132/apply;;
France Travail;210MRFD;Opérateur technique H/F (H/F);https://candidat.francetravail.fr/offres/recherche/detail/210MRFD;2026-06-30T10:07:41.057Z;;VLAD;;;;;;;;;;;;;;;;;;;;37 - PARCAY MESLAY;;37210;;https://www.google.com/maps/search/?api=1&query=VLAD%2037%20-%20PARCAY%20MESLAY;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;Employé qualifié;CDI;CDI;;Mensuel de 1875.0 Euros sur 12 mois;;;;;1 An(s);;"Indicateurs de suivi d'activité (S); Contrôler la qualité et la conformité d'un produit (S); Détecter les dysfonctionnements relatifs aux produits, outils de production et informer le service maintenance (S); Sélectionner ou vérifier les recettes et programmes de fabrication, selon les caractéristiques du produit (cartes, puces, circuits imprimés, ...) (S)";;;Ton rôle Sous la responsabilité du Responsable atelier séries et des superviseurs, tes principales missions seront notamment de : - Réaliser le montage des éléments de batteries et des autres éléments électriques ou électroniques, conformément aux documents prescrits  - Effectuer les contrôles prévus en cours et finaux de ses propres montages de batteries - Réaliser l'étiquetage des produits  - Assurer les opérations de maintenance courante des petits équipements mis à sa disposition  - Veiller à l'application des règles de sécurité individuelles et collectives en vigueur  - Appliquer les normes de qualité dans son périmètre de travail, notamment par l'utilisation des EPI (équipements de protection individuelle) et les normes de qualité produits spécifiés.  Ton profil  - Tu es attiré(e) pa;46;37179;47.441552;0.745866;"35H/semaine
Travail posté (2x8, 3x8, 5x8, etc.)...";Temps plein;;1;False;Primes;Intéressement / participation;;;;;Organiser son travail selon les priorités et les objectifs, Faire preuve de rigueur et de précision, Faire preuve d'autonomie;2026-07-17T21:04:44.627Z;;;;;;;;
France Travail;4173690;AGENT D'EXPLOITATION (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4173690;2026-06-24T08:46:20.000Z;;;;;;Filiale du groupe international RECRUIT, Start People offre une gamme de prestations de recrutement sur-mesure aux entreprises dans tous les secteurs d’activité (BTP, industrie, agroalimentaire, transport, logistique, tertiaire, énergie...) Nos métiers reposent sur la selection, le recrutement et la délégation de personnel formé, motivé et performant que nous plaçons en intérim ou en CDI dans le r;;;;;;;;;;;;;;;;37 - Saint-Pierre-des-Corps;;37700;;;;;CDI;CDI;;;;;;;Débutant accepté;;;;;Start People recrute pour l'un de ses clients un Exploitant Transport (H/F) dans le cadre d'une mission à pourvoir dès que possible pour une durée minimale de 2 mois.Conditions du posteDurée : 2 mois minimumHoraires :06h30 – 15h30 ou 07h00 – 16h00Organisation :Du mardi au samedi ou du lundi au vendrediRémunération :Entre 13,00 € et 13,45 € brut/heure selon profilAvantages :Tickets restaurant de 12 € par jour, dont 7,20 € pris en charge par l'employeurVos missionsAu sein du service exploitation, vous serez en charge de :Créer et organiser les tournées de livraisonÉditer les bons de livraisonVérifier et lancer les tournéesAssurer le suivi et la gestion des tournéesRéceptionner les appels des chauffeursGérer les retours de tournéesValider les tournées dans le système informatiqueContrôler les;;37233;47.389983;0.718695;"
Travail en journée";;;1;;;;;;;;;2026-07-20T12:59:31.000Z;DIRECTEMPLOI https://www.directemploi.com/candidatOffre/55440774?utm_source=pole-emploi&utm_medium=referral&utm_campaign=Pôle-Emploi;;;;;;;
France Travail;4464877;Chargé de Réalisation (H/F) - CENTRE-OUEST;https://candidat.francetravail.fr/offres/recherche/detail/4464877;2026-07-02T01:01:50.000Z;;SSI SERVICE;;;;"Envie de rejoindre la première entreprise de la Sécurité Incendie certifié HappyatWork et WeImpact : Un environnement où le bien-être des collaborateurs et l'impact social sont au cœur de nos priorités !
Depuis plus de 50 ans, SSI Service est l’expert multimarque en solutions de sécurité incendie. Nous assurons l’installation, la mise en service, la maintenance des systèmes et";;;;;;;;;;;;;;;;37 - Tours;;37000;;https://www.google.com/maps/search/?api=1&query=SSI%20SERVICE%2037%20-%20Tours;Fabrication d'équipements de communication;;CDI;CDI;;Annuel de 30000.0 Euros à 40000.0 Euros sur 12.0 mois;;;;;3 An(s);;;;;"Rattaché(e) à l’agence CENTRE-OUEST (Saint-Avertin - 37 ) vous assurez la gestion et le suivi (réalisation, suivi de chantier et réception) des affaires qui vous sont confiées dans le respect de la règlementation applicable sur les départements 53/44/49/72/85/79/37/86/41/45/18/23/87/36 :   • Vous gérez la relation client depuis le démarrage des travaux ; • Vous coordonnez la réalisation des chantiers conformément au cahier des charges techniques, aux clauses contractuelles, financières et aux normes en vigueur, en organisant l’action des techniciens, des sous-traitants et l’approvisionnement du matériel ; • Vous orchestrez l’avancement de vos chantiers en maîtrisant les délais ; • Vous garantissez la facturation et la rentabilité de vos affaires en contrôlant l’optimisation des coûts ; • V";26;37261;47.365453;0.70674;"
Travail en journée";;;1;;;;;;;;;2026-07-03T01:01:59.000Z;LINDUSTRIE RECRUTE https://www.lindustrie-recrute.fr/candidat/offre/818820?utm_source=NQ==;;;;;;;
France Travail;4787774;Responsable Technique de Contrat GC CI-BOP H/F;https://candidat.francetravail.fr/offres/recherche/detail/4787774;2026-07-10T07:15:45.000Z;;;;;;"La raison d’être d’EDF est de construire un avenir énergétique neutre en CO2, conciliant préservation de la planète, bien-être et développement, grâce à l'électricité et à des solutions et services innovants. 
Face à l'urgence climatique, nous voulons inventer, partout où nous sommes présents, un nouveau modèle énergétique : moins émetteur de CO2, plus efficace, plus respectueux de l’environnement";;;;;;;;;;;;;;;;37 - Tours;;37000;;;;;CDI;CDI;;;;;;;Débutant accepté;;;;;Venez conjuguer vos talents à l’énergie collective d’un groupe qui se mobilise autour du climat. Le groupe EDF, c’est 230 métiers et 230 façons d’alimenter l’avenir !Rejoignez la Direction Construction et Essais (DCE) et contribuez activement à la transition énergétique en participant à la réalisation des chantiers nouveau nucléaire en France et à l'étranger.Au sein de l'équipe Génie Civil, vous êtes garant(e) de la bonne préparation technique des marchés de travaux génie civil et intervenez depuis les phases amont jusqu’aux signatures contractuelles. Vous contribuez directement à la performance du projet : qualité, coûts, délais, sûreté et sécurité.Vous intervenez sur les ouvrages GC de l’îlot nucléaire et conventionnel, notamment les ouvrages CO, BOP et galeries. Vos missions : 1. En pha;;37261;47.42215;0.683116;"
Travail en journée";;;1;;;;;;;;;2026-07-20T12:42:57.000Z;DIRECTEMPLOI https://www.directemploi.com/candidatOffre/54463377?utm_source=pole-emploi&utm_medium=referral&utm_campaign=Pôle-Emploi;;;;;;;
France Travail;4937115;Ouvrier / Ouvrière de montage en assemblage mécanique (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4937115;2026-07-14T03:20:44.000Z;;OLYDES;;;;"Work & You accompagne une PME industrielle tourangelle en forte croissance, experte dans la conception et la fabrication de machines automatisées pour l'emballage (secteur agroalimentaire). Reconnue pour son agilité et son rayonnement à l'international, cette structure à taille humaine offre de réelles perspectives d'évolution.


Pour soutenir son expansion, nous recherchons un(e) professionnel(le";;;;;;;;;;;;;;;;37 - Montbazon;;37250;;https://www.google.com/maps/search/?api=1&query=OLYDES%2037%20-%20Montbazon;;;CDI;CDI;;Annuel de 26300.0 Euros à 29300.0 Euros;;;;;1 An(s);;;;;Description du poste çamatchentrenous   Après une période d'intégration, vous assurez la gestion des flux et participez activement à la fabrication au sein de l'atelier Magasin & Stock : Piloter le suivi des stocks, la réception des commandes fournisseurs, la préparation des pièces SAV et le chargement des expéditions (colis et machines Montage Mécanique : Réaliser en autonomie le montage mécanique de pièces industrielles à l'aide d'outils traditionnels (tour manuel, perceuse, taraud Lecture de plans : Décoder et utiliser les plans industriels techniques au quotidien pour mener à bien vos missions en lien direct avec le Bureau d'Études et le SAV.   En tant que Magasinier / Gestionnaire de stock / Monteur polyvalent, vous êtes le pivot central entre l'atelier de fabrication et le service ap;;37154;47.286716;0.714549;"
Travail en journée";;;1;;;;Salaire : Entre 24 300 € brut et 29;;;;;2026-07-14T03:20:44.000Z;METEOJOB https://www.meteojob.com/jobs/55438562?utm_source=pole-emploi&utm_medium=aggregator-free;;;;;;;
France Travail;4462648;Vendeur Conseil Matériaux de Construction (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4462648;2026-07-01T23:01:03.000Z;;Work & You Agen;;;;"Work & You accompagne un acteur majeur de la distribution spécialisée, reconnu pour son expertise technique et la qualité de son service client.
Pour ce point de vente situé dans le secteur Est de l'Indre-et-Loire (37), nous recherchons un(e) professionnel(le) du bâtiment capable de conseiller une clientèle de particuliers et de pros avec rigueur et dynamisme. Vous intégrerez une structure à taill";;;;;;;;;;;;;;;;37 - Montlouis-sur-Loire;;37270;;https://www.google.com/maps/search/?api=1&query=Work%20%26%20You%20Agen%2037%20-%20Montlouis-sur-Loire;Conseil pour les affaires et autres conseils de gestion;;CDI;CDI;;Annuel de 25200.0 Euros à 27600.0 Euros;;;;;3 An(s);;;;;LES MISSIONS DU POSTE #çamatchentrenous ✅ Devenir le référent technique sur l'univers du Gros Œuvre et du Second Œuvre. ✅ Assurer une gestion rigoureuse de la cour des matériaux (stocks et sécurité). ✅ Fidéliser la clientèle par un accompagnement personnalisé et des solutions techniques. En tant que Conseiller(ère) de Vente Bâti, vous êtes le garant de la satisfaction client au sein du parc matériaux : 👉 Expertise Technique : Vous accueillez les clients, analysez leurs projets (construction, extension, rénovation) et préconisez les matériaux adaptés (matériaux de structure, isolation, couverture, etc.). 👉 Gestion du Parc : Vous pilotez la tenue de la cour des matériaux : réception des marchandises, organisation du stockage, étiquetage et inventaires tournants. 👉 Service Client : Vous assur;70;37156;47.388258;0.827428;"
Travail en journée";;;1;;;;;;;;;2026-07-01T23:01:03.000Z;NICOKA https://workandyou.nicoka.com/public/jobs/1971-a1d5eccb9ba645d/?source=90;;;;;https://workandyou.nicoka.com/public/jobs/1971-a1d5eccb9ba645d/?source=90;;
France Travail;208VNDQ;Tourneur Fraiseur sur CN (H/F);https://candidat.francetravail.fr/offres/recherche/detail/208VNDQ;2026-05-27T15:54:54.244Z;;PERRON ET GAY;;;;;;;;;;;;;;;;;;;;37 - CHAMBRAY LES TOURS;;37170;;https://www.google.com/maps/search/?api=1&query=PERRON%20ET%20GAY%2037%20-%20CHAMBRAY%20LES%20TOURS;Mécanique industrielle;Ouvrier qualifié (P1,P2);CDI;CDI;;Mensuel de 2150.0 Euros à 2350.0 Euros sur 12.0 mois;;;;;4 An(s);Bac+2 ou équivalents Productique;"Techniques d'usinage (S); Contrôler la qualité et la conformité d'un livrable (S); Monter et régler une installation, une machine (S); Piloter la gestion de la production, de l'exploitation (S); Réaliser un diagnostic technique (S); Connaitre l'usinage sur commande numérique  (E); Savoir lire un plan (E); Connaitre la programmation  (S); Connaitre les conditions de coupe (E); Connaitre le matériel de métrologie (E)";;;Dans le cadre d'une ouverture de poste nous recherchons un Tourneur Fraiseur .  Notre société est spécialisée dans les pièces unitaires et les dépannages d'urgence pour nos clients professionnels ou particuliers.  Petite entreprise familiale de moins de 20 personnes, l'équipe d'usinage est constitué d'un chef d'atelier, d'un tourneur, d'un fraiseur et d'un apprenti. Nous recherchons une personne polyvalente, capable de produire des pièces à partir des pièces cassées ou usées, ou d'un plan, si le client nous en fournis un.  Le profil attendu doit savoir définir son programme lui-même et régler sa machine en choisissant les bons outils coupants pour chaque phase d'usinage.  La connaissance des langages HURCO et SOMAB est un avantage pour une prise de poste rapide.   Nous travaillons dans l'u;25;37050;47.339189;0.713968;"39H/semaine
Travail en journée";Temps plein;;1;True;Primes;Titres restaurant / Prime de panier;13ème mois versé 50% en Juin et 50% en décembre;;Français;;Avoir l'esprit d'équipe, Faire preuve de rigueur et de précision, Faire preuve d'autonomie;2026-07-15T08:48:35.631Z;;;;;;;;
